dateTime,deviceoutput,cashback,hasInternetFlat,hasMultimediaFlat,hasPhoneFlat,positionInTheList,averageMonthlyPrice,providerName,providerReviewsAmount,scoreTotalLabelOutOf10,scoreTotalMarkOutOf10,tariffName,transferType
2025-03-09 19:30:00,desktop,300.0,True,False,True,,21.11,Provider_yellow,,Sehr gut,8.3,ExtraZuhause 250 Kabel ,cable
2025-03-09 16:30:00,desktop,300.0,True,False,True,,19.08,Provider_green,,Sehr gut,8.2,My Zuhause M ,dsl
2025-03-09 15:00:00,desktop,200.0,True,False,True,,30.28,Provider_green,,Sehr gut,8.5,My Zuhause L ,dsl
2025-03-09 11:00:00,tabletapp,200.0,True,False,True,,19.94,Provider_yellow,,Gut,7.8,ExtraZuhause 50 DSL ,dsl
2025-03-09 11:30:00,desktop,200.0,True,False,True,,26.19,Provider_yellow,,Sehr gut,8.0,ExtraZuhause 100 DSL ,dsl
2025-03-09 11:30:00,desktop,200.0,True,False,True,,26.19,Provider_yellow,,Sehr gut,8.0,ExtraZuhause 100 DSL ,dsl
2025-03-09 10:30:00,desktop,200.0,True,False,True,,20.95,Provider_green,,Sehr gut,8.3,My Zuhause L Young ,dsl
2025-03-09 20:30:00,desktop,200.0,True,False,True,,26.36,Provider_green,,Sehr gut,8.3,My Zuhause L ,dsl
2025-03-09 20:00:00,desktop,400.0,True,True,True,,14.99,Provider_yellow,,Sehr gut,8.2,ExtraZuhause 100 Kabel inkl. TV Connect ,cable
2025-03-09 20:00:00,desktop,200.0,True,False,True,,32.36,Provider_green,,Sehr gut,8.6,Glasfaser 150 ,fiberglass
2025-03-09 09:00:00,desktop,400.0,True,False,True,,14.45,Provider_yellow,,Sehr gut,8.2,ExtraZuhause 100 Kabel ,cable
2025-03-09 22:00:00,desktop,200.0,True,False,True,,27.07,Provider_yellow,,Gut,7.8,ExtraZuhause 250 DSL ,dsl
2025-03-09 20:00:00,desktop,200.0,True,False,True,,30.35,Provider_yellow,,Sehr gut,8.1,ExtraZuhause 250 DSL ,dsl
2025-03-09 12:30:00,desktop,400.0,True,True,True,,15.28,Provider_yellow,,Sehr gut,8.2,ExtraZuhause 100 Kabel inkl. TV Connect ,cable
2025-03-09 18:00:00,desktop,200.0,True,False,True,,28.95,Provider_yellow,,Gut,7.7,ExtraZuhause 100 ,fiberglass
2025-03-09 20:00:00,desktop,0.0,True,False,True,,34.53,Provider_green,,Sehr gut,8.4,Glasfaser 150 ,fiberglass
2025-03-09 12:00:00,tabletapp,400.0,True,False,True,,4.99,Provider_yellow,,Gut,7.9,ExtraZuhause 100 Kabel ,cable
2025-03-09 23:00:00,desktop,200.0,True,False,True,,33.6,Provider_green,,Sehr gut,8.5,My Zuhause L ,dsl
2025-03-09 23:00:00,desktop,400.0,True,False,True,,15.28,Provider_yellow,,Sehr gut,8.2,ExtraZuhause 100 Kabel ,cable
2025-03-09 20:00:00,desktop,200.0,True,False,True,,22.91,Provider_yellow,,Gut,7.7,ExtraZuhause 100 DSL ,dsl
2025-03-09 14:00:00,desktop,200.0,True,False,True,,26.19,Provider_yellow,,Gut,7.7,ExtraZuhause 100 DSL ,dsl
2025-03-09 19:30:00,tabletapp,400.0,True,False,True,,14.45,Provider_yellow,,Gut,7.9,ExtraZuhause 100 Kabel ,cable
2025-03-09 11:30:00,desktop,200.0,True,False,True,,21.81,Provider_yellow,,Gut,7.8,ExtraZuhause 50 DSL ,dsl
2025-03-09 22:00:00,desktop,100.0,True,False,False,,27.6,Regioprovider3,,Sehr gut,8.1,Internet 500 ,fiberglass
2025-03-09 19:00:00,desktop,200.0,True,False,True,,27.37,Provider_green,,Sehr gut,8.5,My Zuhause L ,dsl
2025-03-09 18:30:00,desktop,400.0,True,True,True,,14.16,Provider_yellow,,Sehr gut,8.2,ExtraZuhause 100 Kabel inkl. TV Connect ,cable
2025-03-09 12:00:00,desktop,200.0,True,False,True,,18.53,Provider_yellow,,Gut,7.5,ExtraZuhause 50 DSL ,dsl
2025-03-09 22:30:00,desktop,200.0,True,False,True,,26.11,Provider_yellow,,Sehr gut,8.4,ExtraZuhause 500 Kabel ,cable
2025-03-09 17:00:00,desktop,300.0,True,True,True,,40.94,Provider_green,,Sehr gut,8.9,My Zuhause XL mit MyTV Super ,dsl
2025-03-09 21:00:00,desktop,0.0,True,False,True,,56.69,Provider_green,,Hervorragend,9.3,My Zuhause Flex L ,dsl
2025-03-09 19:00:00,desktop,200.0,True,False,True,,27.37,Provider_green,,Sehr gut,8.5,My Zuhause L ,dsl
2025-03-09 21:00:00,desktop,300.0,True,True,True,,44.93,Provider_yellow,,Sehr gut,8.6,ExtraZuhause 250 Kabel inkl. ExtraTV Internetflix ,cable
2025-03-09 07:30:00,desktop,0.0,True,False,True,,49.56,Provider_blue,,Sehr gut,8.2,Home M flex (DSL) ,dsl
2025-03-09 17:00:00,desktop,400.0,True,False,True,,15.28,Provider_yellow,,Sehr gut,8.2,ExtraZuhause 100 Kabel ,cable
2025-03-09 22:00:00,desktop,200.0,True,False,True,,38.85,Provider_green,,Sehr gut,8.6,My Zuhause XL ,dsl
2025-03-09 20:00:00,desktop,0.0,True,False,False,,24.45,Regioprovider4,,Gut,7.0,Regio DSL 100 ,dsl
2025-03-09 11:30:00,desktop,400.0,True,True,True,,24.02,Provider_yellow,,Sehr gut,8.2,ExtraZuhause 100 Kabel inkl. ExtraTV Cable ,cable
2025-03-09 11:00:00,tablet,200.0,True,False,True,,26.36,Provider_green,,Sehr gut,8.3,My Zuhause L ,dsl
2025-03-09 23:00:00,desktop,400.0,True,False,True,,15.28,Provider_yellow,,Gut,7.9,ExtraZuhause 100 Kabel ,cable
2025-03-09 19:30:00,desktop,300.0,True,False,True,,19.08,Provider_green,,Sehr gut,8.2,My Zuhause M ,dsl
2025-03-10 00:30:00,desktop,400.0,True,True,True,,12.37,Provider_yellow,,Sehr gut,8.2,ExtraZuhause 100 Kabel inkl. TV Connect ,cable
2025-03-09 20:00:00,desktop,200.0,True,False,True,,22.91,Provider_yellow,,Gut,7.7,ExtraZuhause 100 DSL ,dsl
2025-03-09 07:00:00,desktop,400.0,True,False,True,,11.95,Provider_yellow,,Gut,7.9,ExtraZuhause 100 Kabel ,cable
2025-03-09 14:00:00,desktop,200.0,True,False,True,,18.74,Provider_yellow,,Gut,7.5,ExtraZuhause 50 DSL ,dsl
2025-03-09 16:30:00,desktop,200.0,True,False,True,,26.19,Provider_yellow,,Gut,7.7,ExtraZuhause 100 DSL ,dsl
2025-03-09 21:00:00,desktop,400.0,True,False,True,,15.28,Provider_yellow,,Sehr gut,8.2,ExtraZuhause 100 Kabel ,cable
2025-03-09 10:00:00,desktop,400.0,True,False,True,,15.28,Provider_yellow,,Sehr gut,8.1,ExtraZuhause 100 Kabel ,cable
2025-03-09 10:30:00,desktop,200.0,True,False,True,,32.02,Provider_yellow,,Sehr gut,8.1,ExtraZuhause 250 DSL ,dsl
2025-03-09 11:00:00,tabletapp,200.0,True,False,True,,46.69,Provider_green,,Sehr gut,8.6,My Zuhause XL Hybrid ,dsl
2025-03-09 10:30:00,desktop,300.0,True,False,True,,16.99,Provider_green,,Sehr gut,8.2,My Zuhause M ,dsl
2025-03-09 11:30:00,desktop,200.0,True,False,True,,20.29,Provider_green,,Sehr gut,8.3,My Zuhause M Young ,dsl
2025-03-09 13:30:00,desktop,300.0,True,False,True,,23.08,Provider_green,,Sehr gut,8.2,My Zuhause M ,dsl
2025-03-09 20:00:00,desktop,200.0,True,True,True,,33.2,Provider_yellow,,Sehr gut,8.7,ExtraZuhause CableMax 1.000 inkl. TV Connect ,cable
2025-03-09 20:30:00,tabletapp,300.0,True,False,True,,20.28,Provider_yellow,,Sehr gut,8.3,ExtraZuhause 250 Kabel ,cable
2025-03-09 09:00:00,desktop,200.0,True,False,True,,18.74,Provider_yellow,,Gut,7.5,ExtraZuhause 50 DSL ,dsl
2025-03-09 18:30:00,desktop,400.0,True,True,True,,14.45,Provider_yellow,,Sehr gut,8.5,ExtraZuhause 100 Kabel inkl. TV Connect ,cable
2025-03-09 23:00:00,desktop,300.0,True,False,True,,26.16,Provider_green,,Sehr gut,8.1,My Zuhause M Regio ,dsl
2025-03-09 12:00:00,desktop,400.0,True,True,True,,15.28,Provider_yellow,,Sehr gut,8.3,ExtraZuhause 100 Kabel inkl. TV Connect ,cable
2025-03-09 11:30:00,desktop,200.0,True,False,True,,26.19,Provider_yellow,,Sehr gut,8.0,ExtraZuhause 100 DSL ,dsl
2025-03-09 09:30:00,desktop,200.0,True,False,True,,21.81,Provider_yellow,,Gut,7.8,ExtraZuhause 50 DSL ,dsl
2025-03-09 23:00:00,desktop,400.0,True,False,True,,15.28,Provider_yellow,,Sehr gut,8.2,ExtraZuhause 100 Kabel ,cable
2025-03-09 01:30:00,desktop,200.0,True,False,True,,27.95,Provider_green,,Sehr gut,8.5,My Zuhause L Young ,dsl
2025-03-09 21:00:00,desktop,200.0,True,False,True,,18.53,Provider_yellow,,Gut,7.5,ExtraZuhause 50 DSL ,dsl
2025-03-09 22:30:00,desktop,200.0,True,False,True,,25.82,Provider_yellow,,Sehr gut,8.0,ExtraZuhause 500 Kabel ,cable
2025-03-09 19:30:00,desktop,400.0,True,False,True,,14.99,Provider_yellow,,Gut,7.8,ExtraZuhause 100 Kabel ,cable
2025-03-09 08:30:00,tabletapp,300.0,True,True,True,,38.16,Provider_green,,Sehr gut,8.8,My Zuhause L mit MyTV Super ,dsl
2025-03-09 02:00:00,desktop,300.0,True,True,True,,46.36,Provider_green,,Sehr gut,8.8,My Zuhause L mit MyTV SuperplusStream ,dsl
2025-03-09 19:30:00,desktop,200.0,True,False,True,,32.02,Provider_yellow,,Sehr gut,8.1,ExtraZuhause 250 DSL ,dsl
2025-03-09 10:30:00,desktop,200.0,True,False,True,,28.27,Provider_yellow,,Sehr gut,8.0,ExtraZuhause 500 Kabel ,cable
2025-03-09 14:00:00,desktop,400.0,True,True,True,,15.28,Provider_yellow,,Sehr gut,8.5,ExtraZuhause 100 Kabel inkl. TV Connect ,cable
2025-03-09 22:00:00,desktop,200.0,True,True,True,,36.66,Provider_yellow,,Sehr gut,8.5,ExtraZuhause CableMax 1.000 inkl. TV Connect ,cable
2025-03-09 14:00:00,desktop,400.0,True,False,True,,15.28,Provider_yellow,,Sehr gut,8.2,ExtraZuhause 100 Kabel ,cable
2025-03-09 11:00:00,desktop,0.0,True,True,True,,67.61,Provider_green,,Sehr gut,8.9,Glasfaser 300 mit MyTV SuperplusStream ,fiberglass
2025-03-09 20:30:00,desktop,400.0,True,True,True,,5.28,Provider_yellow,,Sehr gut,8.3,ExtraZuhause 100 Kabel inkl. TV Connect ,cable
2025-03-09 15:00:00,desktop,200.0,True,False,True,,22.91,Provider_yellow,,Gut,7.7,ExtraZuhause 100 DSL ,dsl
2025-03-09 12:00:00,tabletapp,400.0,True,False,True,,4.99,Provider_yellow,,Gut,7.9,ExtraZuhause 100 Kabel ,cable
2025-03-09 19:00:00,desktop,200.0,True,False,True,,26.36,Provider_green,,Sehr gut,8.3,My Zuhause L ,dsl
2025-03-09 17:00:00,desktop,300.0,True,True,True,,47.06,Provider_green,,Sehr gut,8.8,My Zuhause L mit MyTV SuperStream ,dsl
2025-03-09 13:30:00,desktop,200.0,True,False,True,,37.44,Provider_green,,Sehr gut,8.5,My Zuhause XL ,dsl
2025-03-09 17:00:00,desktop,300.0,True,False,True,,19.08,Provider_green,,Sehr gut,8.2,My Zuhause M ,dsl
2025-03-09 17:00:00,desktop,200.0,True,False,True,,18.53,Provider_yellow,,Gut,7.5,ExtraZuhause 50 DSL ,dsl
2025-03-09 17:00:00,desktop,200.0,True,False,True,,22.91,Provider_yellow,,Gut,7.7,ExtraZuhause 100 DSL ,dsl
2025-03-09 15:30:00,desktop,200.0,True,False,False,,17.81,Regioprovider2,,Gut,7.3,Full Speed 250 ,cable
2025-03-09 13:00:00,desktop,200.0,True,False,True,,23.28,Provider_green,,Sehr gut,8.5,My Zuhause XL Young ,dsl
2025-03-09 16:30:00,desktop,400.0,True,False,True,,15.28,Provider_yellow,,Gut,7.9,ExtraZuhause 100 Kabel ,cable
2025-03-09 03:30:00,desktop,300.0,True,True,True,,19.56,Regioprovider2,,Gut,7.7,Kombi 250 inkl. BasisTV ,cable
2025-03-09 10:00:00,desktop,0.0,True,True,True,,89.02,Provider_green,,Hervorragend,9.0,Glasfaser 1000 mit MyTV SuperplusStream ,fiberglass
2025-03-09 09:30:00,desktop,200.0,True,False,True,,23.45,Provider_green,,Sehr gut,8.3,My Zuhause L ,dsl
2025-03-09 16:00:00,desktop,0.0,True,False,False,,34.9,Regioprovider3,,Gut,7.3,Internet 50 ,dsl
2025-03-09 20:30:00,desktop,300.0,True,False,True,,14.91,Provider_green,,Sehr gut,8.2,My Zuhause M ,dsl
2025-03-09 09:30:00,desktop,200.0,True,False,True,,30.28,Provider_green,,Sehr gut,8.5,My Zuhause L ,dsl
2025-03-09 21:30:00,desktop,200.0,True,False,True,,36.95,Provider_yellow,,Sehr gut,8.1,ExtraZuhause CableMax 1.000 ,cable
2025-03-09 18:00:00,desktop,200.0,True,False,True,,18.74,Provider_yellow,,Gut,7.5,ExtraZuhause 50 DSL ,dsl
2025-03-09 13:00:00,desktop,200.0,True,False,True,,23.28,Provider_green,,Sehr gut,8.5,My Zuhause XL Young ,dsl
2025-03-09 20:30:00,desktop,200.0,True,False,True,,31.61,Provider_green,,Sehr gut,8.5,My Zuhause XL ,dsl
2025-03-09 17:30:00,desktop,100.0,True,False,True,,31.77,Regioprovider3,,Sehr gut,8.1,Internet & Telefon 500 ,fiberglass
2025-03-09 13:30:00,desktop,200.0,True,False,True,,24.87,Provider_green,,Sehr gut,8.3,My Zuhause L Young ,dsl
2025-03-09 11:00:00,desktop,300.0,True,False,True,,19.08,Provider_green,,Sehr gut,8.2,My Zuhause M ,dsl
2025-03-09 11:30:00,desktop,200.0,True,False,True,,22.91,Provider_yellow,,Gut,7.7,ExtraZuhause 100 DSL ,dsl
2025-03-09 17:30:00,desktop,300.0,True,True,True,,34.52,Provider_green,,Sehr gut,8.5,My Zuhause M mit MyTV Super ,dsl
2025-03-09 04:00:00,desktop,400.0,True,True,True,,15.28,Provider_yellow,,Sehr gut,8.4,ExtraZuhause 100 Kabel inkl. TV Connect ,cable
2025-03-09 19:30:00,desktop,200.0,True,False,True,,26.19,Provider_yellow,,Sehr gut,8.0,ExtraZuhause 100 DSL ,dsl
2025-03-09 17:30:00,desktop,0.0,True,True,True,,86.94,Provider_green,,Hervorragend,9.0,Glasfaser 1000 mit MyTV SuperplusStream ,fiberglass
2025-03-09 16:00:00,desktop,200.0,True,False,True,,26.36,Provider_green,,Sehr gut,8.3,My Zuhause L ,dsl
2025-03-09 14:30:00,desktop,200.0,True,False,True,,28.19,Provider_green,,Sehr gut,8.5,My Zuhause L Young ,dsl
2025-03-09 19:30:00,desktop,200.0,True,False,True,,18.53,Provider_yellow,,Gut,7.5,ExtraZuhause 50 DSL ,dsl
2025-03-09 13:00:00,desktop,200.0,True,False,True,,20.95,Provider_green,,Sehr gut,8.3,My Zuhause L Young ,dsl
2025-03-09 18:30:00,desktop,300.0,True,True,True,,36.86,Provider_green,,Sehr gut,8.8,My Zuhause L mit MyTV SuperStream ,dsl
2025-03-09 13:30:00,desktop,400.0,True,True,True,,15.28,Provider_yellow,,Sehr gut,8.5,ExtraZuhause 100 Kabel inkl. TV Connect ,cable
2025-03-09 21:30:00,desktop,200.0,True,False,True,,20.95,Provider_green,,Sehr gut,8.3,My Zuhause L Young ,dsl
2025-03-09 12:30:00,desktop,400.0,True,False,True,,15.28,Provider_yellow,,Sehr gut,8.2,ExtraZuhause 100 Kabel ,cable
2025-03-09 17:30:00,desktop,300.0,True,False,True,,25.91,Provider_green,,Sehr gut,8.3,My Zuhause M ,dsl
2025-03-09 14:30:00,desktop,200.0,True,False,True,,22.91,Provider_yellow,,Gut,7.7,ExtraZuhause 100 DSL ,dsl
2025-03-09 23:00:00,desktop,400.0,True,False,True,,15.28,Provider_yellow,,Sehr gut,8.1,ExtraZuhause 100 Kabel ,cable
2025-03-09 23:00:00,desktop,200.0,True,False,False,,13.41,Regioprovider2,,Gut,7.3,Full Speed 250 ,cable
2025-03-09 20:00:00,desktop,200.0,True,False,True,,22.91,Provider_yellow,,Gut,7.7,ExtraZuhause 100 DSL ,dsl
2025-03-09 11:30:00,desktop,200.0,True,False,True,,22.91,Provider_yellow,,Gut,7.7,ExtraZuhause 100 DSL ,dsl
2025-03-09 21:00:00,desktop,400.0,True,True,True,,15.28,Provider_yellow,,Sehr gut,8.5,ExtraZuhause 100 Kabel inkl. TV Connect ,cable
2025-03-09 13:30:00,desktop,200.0,True,False,True,,20.95,Provider_green,,Sehr gut,8.3,My Zuhause L Young ,dsl
2025-03-09 09:00:00,desktop,200.0,True,False,True,,18.74,Provider_yellow,,Gut,7.5,ExtraZuhause 50 DSL ,dsl
2025-03-09 11:30:00,desktop,300.0,True,True,True,,33.7,Provider_green,,Sehr gut,8.6,My Zuhause L mit MyTV SuperStream ,dsl
2025-03-09 10:00:00,desktop,300.0,True,False,True,,11.11,Provider_yellow,,Sehr gut,8.2,ExtraZuhause 250 Kabel ,cable
2025-03-09 16:00:00,desktop,200.0,True,False,True,,27.87,Provider_green,,Sehr gut,8.6,Glasfaser 300 ,fiberglass
2025-03-09 16:00:00,desktop,300.0,True,False,True,,16.12,Provider_yellow,,Sehr gut,8.0,ExtraZuhause 250 Kabel ,cable
2025-03-09 23:00:00,desktop,400.0,True,False,True,,13.2,Provider_yellow,,Gut,7.9,ExtraZuhause 100 Kabel ,cable
2025-03-09 21:30:00,desktop,200.0,True,False,True,,28.7,Provider_green,,Sehr gut,8.5,My Zuhause XL ,dsl
2025-03-09 12:30:00,desktop,400.0,True,False,True,,15.28,Provider_yellow,,Gut,7.8,ExtraZuhause 100 Kabel ,cable
2025-03-09 19:00:00,desktop,400.0,True,False,True,,15.28,Provider_yellow,,Sehr gut,8.2,ExtraZuhause 100 Kabel ,cable
2025-03-09 21:00:00,desktop,400.0,True,False,True,,14.16,Provider_yellow,,Gut,7.8,ExtraZuhause 100 Kabel ,cable
2025-03-09 20:30:00,desktop,400.0,True,True,True,,5.28,Provider_yellow,,Sehr gut,8.3,ExtraZuhause 100 Kabel inkl. TV Connect ,cable
2025-03-09 11:00:00,desktop,400.0,True,True,True,,6.95,Provider_yellow,,Sehr gut,8.2,ExtraZuhause 100 Kabel inkl. TV Connect ,cable
2025-03-09 10:00:00,desktop,400.0,True,False,True,,5.28,Provider_yellow,,Sehr gut,8.1,ExtraZuhause 100 Kabel ,cable
2025-03-09 19:30:00,desktop,200.0,True,False,True,,36.66,Provider_yellow,,Sehr gut,8.0,ExtraZuhause CableMax 1.000 ,cable
2025-03-09 11:30:00,desktop,300.0,True,False,True,,19.08,Provider_green,,Sehr gut,8.2,My Zuhause M ,dsl
2025-03-09 12:30:00,desktop,400.0,True,False,True,,15.28,Provider_yellow,,Gut,7.9,ExtraZuhause 100 Kabel ,cable
2025-03-09 18:00:00,desktop,300.0,True,False,True,,27.1,Provider_yellow,,Gut,7.9,ExtraZuhause 250 Kabel ,cable
2025-03-09 22:30:00,desktop,200.0,True,False,True,,44.19,Provider_green,,Sehr gut,8.6,My Zuhause XL Hybrid ,dsl
2025-03-09 15:00:00,desktop,200.0,True,False,True,,28.7,Provider_green,,Sehr gut,8.5,My Zuhause XL ,dsl
2025-03-09 18:00:00,desktop,400.0,True,False,True,,13.2,Provider_yellow,,Sehr gut,8.2,ExtraZuhause 100 Kabel ,cable
2025-03-09 20:30:00,desktop,100.0,True,True,True,,34.69,Regioprovider3,,Sehr gut,8.5,Internet & Telefon 500 inkl. TVplus ,fiberglass
2025-03-09 13:30:00,desktop,400.0,True,False,True,,15.28,Provider_yellow,,Sehr gut,8.1,ExtraZuhause 100 Kabel ,cable
2025-03-09 12:30:00,desktop,400.0,True,False,True,,15.28,Provider_yellow,,Sehr gut,8.2,ExtraZuhause 100 Kabel ,cable
2025-03-09 19:00:00,desktop,300.0,True,False,True,,21.99,Provider_green,,Sehr gut,8.2,My Zuhause M ,dsl
2025-03-09 11:00:00,desktop,200.0,True,False,False,,18.81,Regioprovider2,,Gut,7.6,Full Speed 250 ,cable
2025-03-09 02:00:00,desktop,300.0,True,True,True,,46.36,Provider_green,,Sehr gut,8.8,My Zuhause L mit MyTV SuperplusStream ,dsl
2025-03-09 14:00:00,desktop,400.0,True,False,True,,15.28,Provider_yellow,,Sehr gut,8.2,ExtraZuhause 100 Kabel ,cable
2025-03-09 19:30:00,desktop,200.0,True,False,True,,22.79,Provider_green,,Sehr gut,8.5,My Zuhause L Young ,dsl
2025-03-09 09:30:00,desktop,400.0,True,True,True,,15.28,Provider_yellow,,Sehr gut,8.5,ExtraZuhause 100 Kabel inkl. TV Connect ,cable
2025-03-09 17:00:00,desktop,300.0,True,False,True,,21.11,Provider_yellow,,Sehr gut,8.0,ExtraZuhause 250 Kabel ,cable
2025-03-09 16:00:00,desktop,400.0,True,True,True,,15.28,Provider_yellow,,Sehr gut,8.4,ExtraZuhause 100 Kabel inkl. TV Connect ,cable
2025-03-09 16:30:00,desktop,0.0,True,True,True,,42.87,Provider_green,,Sehr gut,8.9,Glasfaser 300 mit MyTV Super ,fiberglass
2025-03-09 10:00:00,desktop,400.0,True,True,True,,12.78,Provider_yellow,,Sehr gut,8.5,ExtraZuhause 100 Kabel inkl. TV Connect ,cable
2025-03-09 16:00:00,desktop,200.0,True,False,True,,27.87,Provider_green,,Sehr gut,8.6,Glasfaser 300 ,fiberglass
2025-03-09 20:30:00,desktop,300.0,True,False,True,,29.23,Provider_green,,Sehr gut,8.2,My Zuhause M ,dsl
2025-03-09 22:00:00,desktop,200.0,True,True,True,,36.66,Provider_yellow,,Sehr gut,8.5,ExtraZuhause CableMax 1.000 inkl. TV Connect ,cable
2025-03-09 15:30:00,desktop,200.0,True,False,True,,33.6,Provider_green,,Sehr gut,8.5,My Zuhause L ,dsl
2025-03-09 21:30:00,desktop,0.0,True,False,True,,42.07,Provider_blue,,Sehr gut,8.2,Home M flex (DSL) ,dsl
2025-03-09 20:30:00,desktop,400.0,True,False,True,,13.2,Provider_yellow,,Sehr gut,8.1,ExtraZuhause 100 Kabel ,cable
2025-03-09 11:30:00,desktop,200.0,True,False,True,,21.81,Provider_yellow,,Gut,7.8,ExtraZuhause 50 DSL ,dsl
2025-03-09 21:30:00,desktop,400.0,True,True,True,,14.99,Provider_yellow,,Sehr gut,8.2,ExtraZuhause 100 Kabel inkl. TV Connect ,cable
2025-03-09 15:30:00,desktop,300.0,True,False,True,,19.08,Provider_green,,Sehr gut,8.2,My Zuhause M ,dsl
2025-03-09 23:00:00,desktop,200.0,True,False,True,,35.52,Provider_green,,Sehr gut,8.5,My Zuhause XL Young ,dsl
2025-03-09 15:30:00,desktop,200.0,True,False,True,,17.07,Provider_yellow,,Sehr gut,8.1,ExtraZuhause 250 DSL ,dsl
2025-03-09 17:30:00,tabletapp,200.0,True,False,True,,18.53,Provider_yellow,,Gut,7.5,ExtraZuhause 50 DSL ,dsl
2025-03-09 12:30:00,desktop,200.0,True,False,True,,37.02,Provider_green,,Sehr gut,8.3,My Zuhause M Hybrid ,dsl
